Shipment_ID,Date,Origin_Port,Destination_Port,Carrier,Weather_En_Route,Container_Weight_Tons,Port_Congestion_Index,Route_Distance_NM,Is_Delayed,Delay_Days
SHP-10269,2025-11-10,Shanghai,Rotterdam,Maersk,Typhoon,10.14,0.94,6672,1,11
SHP-10270,2025-04-04,Los Angeles,Hamburg,Hapag-Lloyd,Clear,13.04,0.54,9797,0,0
SHP-10271,2025-05-29,Shanghai,Los Angeles,Evergreen,Clear,29.13,0.46,4918,0,0
SHP-10272,2025-07-07,Hamburg,Dubai,Maersk,Storm,21.88,0.56,3971,1,2
SHP-10273,2025-07-28,Shanghai,Rotterdam,MSC,Clear,26.34,0.12,5536,0,0
SHP-10274,2025-09-27,Rotterdam,Singapore,Hapag-Lloyd,Clear,21.2,0.79,7902,1,11
SHP-10275,2025-02-21,Rotterdam,Los Angeles,COSCO,Typhoon,24.31,0.17,9220,0,0
SHP-10276,2025-02-22,Singapore,Los Angeles,Maersk,Rain,22.46,0.93,3902,0,0
SHP-10277,2025-04-10,Los Angeles,Hamburg,Evergreen,Clear,12.41,0.14,8152,1,2
SHP-10278,2025-12-04,Shanghai,Los Angeles,COSCO,Clear,29.6,0.87,8841,1,12
SHP-10279,2025-04-04,Rotterdam,Los Angeles,Evergreen,Storm,29.04,0.42,6811,1,13
SHP-10280,2025-06-13,Singapore,Hamburg,Evergreen,Clear,29.59,0.14,9702,0,0
SHP-10281,2025-07-30,Los Angeles,Dubai,MSC,Typhoon,12.64,0.21,10455,0,0
SHP-10282,2025-02-03,Los Angeles,Hamburg,Maersk,Clear,15.84,1.0,11967,0,0
SHP-10283,2025-04-29,Los Angeles,Shanghai,Evergreen,Clear,27.65,0.98,11793,0,0
SHP-10284,2025-09-06,Shanghai,Dubai,Maersk,Rain,24.73,0.48,5674,0,0
SHP-10285,2025-10-07,Singapore,Hamburg,COSCO,Clear,18.44,0.57,11548,0,0
SHP-10286,2025-02-21,Rotterdam,Singapore,COSCO,Rain,16.09,0.88,10194,0,0
SHP-10287,2025-08-25,Los Angeles,Singapore,Evergreen,Clear,26.54,0.73,9254,1,10
SHP-10288,2025-08-14,Dubai,Hamburg,Maersk,Fog,19.64,0.37,6876,0,0
SHP-10289,2025-01-18,Hamburg,Shanghai,MSC,Typhoon,14.36,0.62,4435,0,0
SHP-10290,2025-10-12,Los Angeles,Rotterdam,Maersk,Clear,12.55,0.55,7261,0,0
SHP-10291,2025-08-24,Hamburg,Singapore,MSC,Storm,20.29,0.52,5745,0,0
SHP-10292,2025-02-20,Shanghai,Hamburg,Maersk,Storm,26.88,0.8,8269,0,0
SHP-10293,2025-11-04,Los Angeles,Hamburg,Maersk,Storm,18.81,0.37,8346,0,0
SHP-10294,2025-12-29,Shanghai,Hamburg,Maersk,Clear,12.98,0.8,6634,0,0
SHP-10295,2025-06-27,Shanghai,Dubai,Evergreen,Rain,22.73,0.64,9697,0,0
SHP-10296,2025-01-25,Shanghai,Singapore,COSCO,Clear,22.57,0.28,11044,0,0
SHP-10297,2025-05-29,Singapore,Shanghai,MSC,Rain,20.74,0.11,10707,0,0
SHP-10298,2025-04-08,Los Angeles,Shanghai,Evergreen,Fog,21.13,0.97,10136,0,0
SHP-10299,2025-03-17,Dubai,Hamburg,MSC,Typhoon,24.18,0.18,10108,1,4
SHP-10300,2025-07-19,Dubai,Hamburg,COSCO,Clear,18.9,0.47,6787,0,0
SHP-10301,2025-08-14,Los Angeles,Singapore,Hapag-Lloyd,Clear,29.04,0.82,5784,0,0
SHP-10302,2025-09-25,Hamburg,Los Angeles,MSC,Clear,25.68,0.63,3320,0,0
SHP-10303,2025-12-29,Los Angeles,Rotterdam,MSC,Clear,16.49,0.69,8090,1,4
SHP-10304,2025-05-19,Hamburg,Los Angeles,COSCO,Rain,21.12,0.65,11825,0,0
SHP-10305,2025-06-11,Singapore,Los Angeles,Hapag-Lloyd,Clear,11.47,0.52,3845,1,8
SHP-10306,2025-02-20,Los Angeles,Dubai,Maersk,Storm,21.01,0.36,7179,1,5
SHP-10307,2025-02-10,Los Angeles,Dubai,Hapag-Lloyd,Clear,17.79,0.18,6673,0,0
SHP-10308,2025-09-23,Shanghai,Hamburg,Maersk,Clear,23.81,0.7,6372,0,0
SHP-10309,2025-05-09,Hamburg,Shanghai,Evergreen,Typhoon,21.67,0.35,4349,0,0
SHP-10310,2025-11-21,Shanghai,Dubai,COSCO,Clear,22.74,0.65,7253,1,12
SHP-10311,2025-08-30,Los Angeles,Shanghai,Evergreen,Rain,29.16,0.61,6270,0,0
SHP-10312,2025-06-04,Rotterdam,Los Angeles,MSC,Clear,18.52,0.2,10618,0,0
SHP-10313,2025-08-25,Shanghai,Hamburg,Maersk,Rain,15.86,0.13,4517,0,0
SHP-10314,2025-11-21,Rotterdam,Singapore,Maersk,Clear,11.01,0.91,11247,0,0
SHP-10315,2025-08-11,Hamburg,Singapore,MSC,Clear,14.99,0.59,10471,0,0
SHP-10316,2025-05-05,Dubai,Los Angeles,Maersk,Typhoon,13.96,0.32,11272,1,7
SHP-10317,2025-04-07,Los Angeles,Shanghai,Maersk,Rain,12.24,0.86,8562,0,0
SHP-10318,2025-01-22,Shanghai,Dubai,Maersk,Clear,13.3,0.67,3401,0,0
SHP-10319,2025-03-01,Los Angeles,Shanghai,MSC,Clear,13.68,0.96,4518,1,9
SHP-10320,2025-07-20,Los Angeles,Dubai,Evergreen,Rain,12.24,0.7,6820,0,0
SHP-10321,2025-12-15,Los Angeles,Rotterdam,Evergreen,Fog,13.59,0.6,8911,1,8
SHP-10322,2025-11-17,Shanghai,Los Angeles,Hapag-Lloyd,Rain,27.79,0.73,6907,1,6
SHP-10323,2025-06-29,Shanghai,Rotterdam,COSCO,Clear,12.2,0.26,11434,0,0
SHP-10324,2025-12-07,Dubai,Los Angeles,MSC,Clear,16.72,0.2,6153,0,0
SHP-10325,2025-09-20,Shanghai,Singapore,MSC,Rain,26.01,0.78,6814,1,13
SHP-10326,2025-08-15,Dubai,Hamburg,Hapag-Lloyd,Clear,18.81,0.85,9951,1,13
SHP-10327,2025-04-30,Los Angeles,Rotterdam,MSC,Clear,16.35,0.5,5039,0,0
SHP-10328,2025-03-11,Los Angeles,Shanghai,Evergreen,Clear,23.47,0.38,3400,0,0
SHP-10329,2025-12-24,Singapore,Los Angeles,Evergreen,Clear,23.84,0.47,8062,0,0
SHP-10330,2025-04-16,Rotterdam,Shanghai,Maersk,Rain,21.14,0.88,7180,0,0
SHP-10331,2025-01-12,Dubai,Hamburg,COSCO,Clear,21.69,0.64,6615,0,0
SHP-10332,2025-04-03,Hamburg,Shanghai,MSC,Clear,23.78,0.69,11538,0,0
SHP-10333,2025-11-12,Dubai,Rotterdam,Hapag-Lloyd,Rain,15.21,0.58,10353,0,0
SHP-10334,2025-02-04,Hamburg,Singapore,Hapag-Lloyd,Clear,28.19,0.43,7830,0,0
SHP-10335,2025-03-10,Dubai,Singapore,Maersk,Storm,24.67,0.55,3285,1,11
SHP-10336,2025-04-24,Dubai,Shanghai,Hapag-Lloyd,Storm,15.83,0.97,9531,1,4
SHP-10337,2025-03-28,Rotterdam,Los Angeles,Maersk,Fog,10.9,0.13,6142,0,0
SHP-10338,2025-11-20,Rotterdam,Hamburg,COSCO,Rain,24.07,0.21,4120,0,0
SHP-10339,2025-12-22,Hamburg,Rotterdam,Hapag-Lloyd,Rain,12.36,0.5,10923,0,0
SHP-10340,2025-12-31,Rotterdam,Los Angeles,Maersk,Clear,21.57,0.11,5965,0,0
SHP-10341,2025-12-15,Singapore,Dubai,COSCO,Clear,21.13,0.46,7439,0,0
SHP-10342,2025-03-07,Los Angeles,Dubai,Evergreen,Clear,29.96,0.89,11355,0,0
SHP-10343,2025-12-27,Rotterdam,Hamburg,Evergreen,Storm,10.3,0.57,10980,0,0
SHP-10344,2025-09-04,Hamburg,Shanghai,MSC,Typhoon,10.19,0.67,7501,1,5
SHP-10345,2025-08-16,Hamburg,Rotterdam,Maersk,Typhoon,14.35,0.39,7185,1,3
SHP-10346,2025-02-04,Singapore,Hamburg,Hapag-Lloyd,Clear,15.06,0.59,8133,0,0
SHP-10347,2025-08-04,Singapore,Los Angeles,Hapag-Lloyd,Clear,29.98,0.77,3475,0,0
SHP-10348,2025-08-26,Dubai,Singapore,Evergreen,Rain,11.5,0.63,11694,0,0
SHP-10349,2025-10-13,Hamburg,Singapore,Evergreen,Clear,16.28,0.79,3130,0,0
SHP-10350,2025-03-31,Dubai,Shanghai,Hapag-Lloyd,Clear,10.54,0.25,8148,0,0
SHP-10351,2025-08-24,Singapore,Hamburg,MSC,Clear,26.97,0.27,11587,0,0
SHP-10352,2025-11-27,Rotterdam,Shanghai,MSC,Storm,28.83,0.92,6508,1,12
SHP-10353,2025-06-11,Hamburg,Los Angeles,Hapag-Lloyd,Rain,26.17,0.45,5148,0,0
SHP-10354,2025-06-29,Rotterdam,Singapore,Maersk,Rain,21.6,0.91,4279,0,0
SHP-10355,2025-07-08,Hamburg,Dubai,Evergreen,Clear,28.99,0.34,10352,0,0
SHP-10356,2025-11-09,Hamburg,Rotterdam,MSC,Fog,12.69,0.98,6561,0,0
SHP-10357,2025-12-29,Los Angeles,Singapore,Maersk,Clear,25.47,0.33,5022,0,0
SHP-10358,2025-08-24,Rotterdam,Dubai,COSCO,Rain,16.95,0.14,6129,0,0
SHP-10359,2025-07-20,Hamburg,Rotterdam,Evergreen,Clear,18.13,0.53,11694,1,9
SHP-10360,2025-09-10,Rotterdam,Dubai,COSCO,Clear,20.48,0.14,5551,0,0
SHP-10361,2025-02-24,Rotterdam,Los Angeles,Evergreen,Clear,15.47,0.92,8915,1,9
SHP-10362,2025-10-17,Hamburg,Shanghai,MSC,Storm,10.55,0.32,4260,0,0
SHP-10363,2025-12-19,Dubai,Rotterdam,MSC,Fog,15.3,0.76,10191,1,7
SHP-10364,2025-06-24,Los Angeles,Shanghai,Maersk,Rain,10.35,0.69,3763,1,6
SHP-10365,2025-09-19,Singapore,Los Angeles,Evergreen,Rain,28.5,0.15,3869,0,0
SHP-10366,2025-07-11,Hamburg,Shanghai,Hapag-Lloyd,Clear,18.11,0.91,4144,1,11
SHP-10367,2025-02-28,Singapore,Hamburg,Hapag-Lloyd,Rain,22.56,0.31,6494,1,8
SHP-10368,2025-03-11,Hamburg,Los Angeles,Maersk,Clear,18.01,0.76,5209,0,0
SHP-10369,2025-09-12,Rotterdam,Singapore,Evergreen,Clear,16.45,0.45,11773,0,0
SHP-10370,2025-11-07,Dubai,Rotterdam,Evergreen,Storm,18.0,0.72,4278,0,0
SHP-10371,2025-08-08,Shanghai,Dubai,Hapag-Lloyd,Rain,29.44,0.31,8345,0,0
SHP-10372,2025-05-21,Dubai,Rotterdam,MSC,Clear,17.69,0.33,5901,0,0
SHP-10373,2025-07-27,Los Angeles,Singapore,Evergreen,Clear,15.35,0.57,3585,0,0
SHP-10374,2025-03-27,Los Angeles,Singapore,MSC,Clear,15.04,0.12,8327,0,0
SHP-10375,2025-12-28,Singapore,Hamburg,COSCO,Clear,10.24,0.85,6862,1,4
SHP-10376,2025-07-19,Hamburg,Dubai,Maersk,Clear,11.08,0.9,4114,0,0
SHP-10377,2025-07-29,Rotterdam,Shanghai,Evergreen,Rain,29.69,0.88,5324,0,0
SHP-10378,2025-12-10,Singapore,Dubai,MSC,Storm,15.47,0.86,5337,1,5
SHP-10379,2025-01-30,Los Angeles,Shanghai,MSC,Rain,29.3,0.31,3702,0,0
SHP-10380,2025-04-15,Dubai,Shanghai,Maersk,Clear,16.48,0.75,3826,0,0
SHP-10381,2025-08-13,Dubai,Rotterdam,Hapag-Lloyd,Rain,20.16,0.53,10775,0,0
SHP-10382,2025-04-19,Rotterdam,Los Angeles,Evergreen,Clear,19.9,0.46,10468,0,0
SHP-10383,2025-07-10,Hamburg,Rotterdam,MSC,Rain,17.17,0.84,10484,1,7
SHP-10384,2025-08-16,Rotterdam,Shanghai,Evergreen,Clear,25.77,0.16,11009,0,0
SHP-10385,2025-05-19,Hamburg,Rotterdam,Maersk,Rain,21.49,0.79,7926,1,8
SHP-10386,2025-05-08,Rotterdam,Shanghai,Maersk,Clear,14.92,0.65,4341,0,0
SHP-10387,2025-01-18,Los Angeles,Shanghai,Evergreen,Clear,27.01,0.43,8647,0,0
SHP-10388,2025-03-22,Dubai,Rotterdam,Maersk,Clear,10.64,0.94,8714,0,0
SHP-10389,2025-03-04,Singapore,Shanghai,Maersk,Fog,16.01,0.33,11602,0,0
SHP-10390,2025-05-25,Hamburg,Los Angeles,Evergreen,Typhoon,23.04,0.45,5324,1,2
SHP-10391,2025-03-14,Hamburg,Rotterdam,COSCO,Fog,20.7,0.4,7675,0,0
SHP-10392,2025-02-26,Rotterdam,Dubai,MSC,Clear,28.24,0.81,5462,1,4
SHP-10393,2025-08-09,Dubai,Los Angeles,MSC,Clear,17.69,0.71,7780,0,0
SHP-10394,2025-08-18,Rotterdam,Singapore,Maersk,Clear,26.16,0.29,3085,0,0
SHP-10395,2025-01-25,Rotterdam,Hamburg,Maersk,Clear,17.71,0.16,5969,0,0
SHP-10396,2025-10-01,Rotterdam,Hamburg,Maersk,Rain,25.94,0.8,11976,1,3
SHP-10397,2025-05-30,Hamburg,Singapore,Evergreen,Rain,25.47,1.0,5945,0,0
SHP-10398,2025-12-16,Singapore,Shanghai,Hapag-Lloyd,Clear,25.99,0.81,9965,1,5
SHP-10399,2025-08-13,Hamburg,Los Angeles,Maersk,Rain,26.62,0.46,9602,0,0
SHP-10400,2025-03-08,Singapore,Dubai,Maersk,Clear,20.95,0.33,5154,0,0
SHP-10401,2025-06-21,Los Angeles,Shanghai,Maersk,Clear,16.61,0.25,3024,1,8
SHP-10402,2025-08-03,Singapore,Shanghai,MSC,Clear,14.72,0.15,10836,0,0
SHP-10403,2025-05-30,Hamburg,Los Angeles,MSC,Clear,24.94,0.57,10611,0,0
SHP-10404,2025-03-08,Singapore,Shanghai,MSC,Clear,19.71,0.88,11572,0,0
SHP-10405,2025-08-23,Shanghai,Hamburg,COSCO,Storm,29.25,0.5,6452,0,0
SHP-10406,2025-03-09,Singapore,Hamburg,Hapag-Lloyd,Fog,11.53,0.25,8229,0,0
SHP-10407,2025-07-31,Shanghai,Dubai,MSC,Clear,17.45,0.89,3562,0,0
SHP-10408,2025-04-25,Rotterdam,Dubai,Evergreen,Clear,27.32,0.35,3342,1,7
SHP-10409,2025-01-26,Shanghai,Singapore,COSCO,Clear,29.71,0.64,7041,0,0
SHP-10410,2025-10-13,Dubai,Rotterdam,Hapag-Lloyd,Clear,13.2,0.85,3787,1,4
SHP-10411,2025-01-07,Dubai,Rotterdam,Maersk,Rain,19.82,0.65,7804,0,0
SHP-10412,2025-09-16,Los Angeles,Singapore,MSC,Clear,16.98,0.89,4452,0,0
SHP-10413,2025-08-29,Singapore,Hamburg,COSCO,Storm,16.68,0.59,6774,1,8
SHP-10414,2025-01-14,Rotterdam,Shanghai,Evergreen,Clear,12.99,0.27,8800,0,0
SHP-10415,2025-03-27,Rotterdam,Dubai,Hapag-Lloyd,Clear,24.48,0.56,8487,0,0
SHP-10416,2025-10-17,Los Angeles,Singapore,MSC,Clear,23.29,0.62,4850,0,0
SHP-10417,2025-01-28,Rotterdam,Hamburg,COSCO,Clear,26.33,0.46,4045,0,0
SHP-10418,2025-02-07,Los Angeles,Singapore,Maersk,Fog,29.6,0.88,3001,0,0
SHP-10419,2025-04-25,Hamburg,Los Angeles,Hapag-Lloyd,Clear,14.28,0.4,6943,0,0
SHP-10420,2025-02-09,Hamburg,Singapore,Evergreen,Fog,17.42,0.93,9956,1,2
SHP-10421,2025-02-24,Hamburg,Rotterdam,Evergreen,Storm,29.29,0.42,5936,1,2
SHP-10422,2025-03-05,Dubai,Los Angeles,MSC,Clear,29.9,0.16,8562,0,0
SHP-10423,2025-01-17,Rotterdam,Shanghai,Maersk,Clear,17.75,0.57,5622,0,0
SHP-10424,2025-04-16,Rotterdam,Hamburg,COSCO,Clear,21.72,0.75,9694,0,0
SHP-10425,2025-03-01,Shanghai,Singapore,Maersk,Rain,12.42,0.97,9204,0,0
SHP-10426,2025-08-14,Rotterdam,Los Angeles,Hapag-Lloyd,Rain,14.57,0.61,7292,0,0
SHP-10427,2025-09-08,Singapore,Dubai,Maersk,Typhoon,14.79,0.93,3369,0,0
SHP-10428,2025-03-29,Shanghai,Los Angeles,Evergreen,Rain,22.08,0.31,6627,0,0
SHP-10429,2025-05-22,Rotterdam,Singapore,MSC,Clear,24.01,0.13,8315,0,0
SHP-10430,2025-09-18,Shanghai,Hamburg,COSCO,Clear,29.19,0.5,10285,0,0
SHP-10431,2025-04-26,Shanghai,Singapore,Hapag-Lloyd,Clear,15.01,0.97,10722,1,8
SHP-10432,2025-06-10,Dubai,Singapore,Evergreen,Rain,20.88,0.71,11515,0,0
SHP-10433,2025-04-13,Dubai,Shanghai,MSC,Clear,23.04,0.37,8305,1,3
SHP-10434,2025-12-24,Hamburg,Shanghai,Evergreen,Clear,15.54,0.69,8528,0,0
SHP-10435,2025-10-30,Los Angeles,Hamburg,Maersk,Clear,29.44,0.85,4279,0,0
SHP-10436,2025-07-24,Shanghai,Singapore,Evergreen,Clear,27.57,0.29,7830,0,0
SHP-10437,2025-08-21,Hamburg,Shanghai,Maersk,Clear,15.19,0.15,3011,0,0
SHP-10438,2025-12-15,Singapore,Rotterdam,MSC,Rain,12.74,0.31,4357,0,0
SHP-10439,2025-09-14,Hamburg,Los Angeles,MSC,Clear,16.73,0.52,11260,0,0
SHP-10440,2025-01-20,Hamburg,Los Angeles,Evergreen,Clear,29.12,0.26,3801,0,0
SHP-10441,2025-04-09,Dubai,Rotterdam,MSC,Rain,24.49,0.55,6441,1,10
SHP-10442,2025-05-15,Hamburg,Dubai,COSCO,Clear,14.4,0.37,11378,0,0
SHP-10443,2025-12-28,Hamburg,Dubai,Evergreen,Clear,15.86,0.41,10560,0,0
SHP-10444,2025-03-12,Shanghai,Hamburg,MSC,Storm,12.35,0.99,9499,1,11
SHP-10445,2025-03-31,Rotterdam,Singapore,COSCO,Clear,21.21,0.63,6988,0,0
SHP-10446,2025-08-13,Singapore,Hamburg,Maersk,Fog,21.72,0.1,6629,0,0
SHP-10447,2025-10-15,Los Angeles,Singapore,Hapag-Lloyd,Storm,15.25,0.85,11426,1,4
SHP-10448,2025-03-23,Los Angeles,Hamburg,Hapag-Lloyd,Typhoon,17.6,0.67,3962,1,3
SHP-10449,2025-07-08,Shanghai,Dubai,Evergreen,Clear,21.52,0.69,3122,0,0
SHP-10450,2025-10-30,Singapore,Shanghai,Evergreen,Clear,18.87,0.61,9532,0,0
SHP-10451,2025-04-11,Singapore,Rotterdam,Maersk,Rain,18.81,0.99,8382,0,0
SHP-10452,2025-05-12,Shanghai,Singapore,MSC,Storm,14.44,0.83,3935,1,4
SHP-10453,2025-09-05,Hamburg,Los Angeles,Hapag-Lloyd,Clear,19.98,0.29,8922,0,0
SHP-10454,2025-05-19,Los Angeles,Hamburg,COSCO,Fog,17.8,0.85,9144,0,0
SHP-10455,2025-03-24,Shanghai,Rotterdam,Evergreen,Clear,10.02,0.26,11125,0,0
SHP-10456,2025-05-20,Singapore,Dubai,Hapag-Lloyd,Rain,23.26,0.31,6145,0,0
SHP-10457,2025-03-29,Los Angeles,Singapore,Hapag-Lloyd,Rain,19.69,0.7,4776,0,0
SHP-10458,2025-01-15,Dubai,Shanghai,Maersk,Clear,11.26,0.16,10495,0,0
SHP-10459,2025-08-23,Shanghai,Los Angeles,MSC,Clear,14.49,0.29,4460,0,0
SHP-10460,2025-06-09,Los Angeles,Rotterdam,COSCO,Clear,27.47,0.14,4829,1,3
SHP-10461,2025-06-12,Shanghai,Rotterdam,Maersk,Fog,14.32,0.47,5791,0,0
SHP-10462,2025-05-27,Singapore,Hamburg,MSC,Clear,27.05,0.43,6288,0,0
SHP-10463,2025-08-10,Dubai,Hamburg,Maersk,Rain,21.38,0.95,9346,0,0
SHP-10464,2025-12-16,Rotterdam,Hamburg,Maersk,Clear,27.32,0.46,5063,0,0
SHP-10465,2025-07-14,Singapore,Dubai,Evergreen,Clear,11.25,0.38,4662,0,0
SHP-10466,2025-11-09,Los Angeles,Rotterdam,COSCO,Clear,27.53,0.24,4159,0,0
SHP-10467,2025-04-12,Rotterdam,Shanghai,Hapag-Lloyd,Clear,19.6,0.99,3791,0,0
SHP-10468,2025-01-27,Hamburg,Singapore,Evergreen,Typhoon,21.67,0.98,6747,1,12
SHP-10469,2025-08-27,Shanghai,Los Angeles,COSCO,Rain,17.65,0.11,6658,0,0
SHP-10470,2025-05-13,Hamburg,Los Angeles,Maersk,Storm,20.45,0.8,7328,1,4
SHP-10471,2025-12-04,Rotterdam,Los Angeles,Evergreen,Clear,11.82,0.7,10747,0,0
SHP-10472,2025-03-04,Dubai,Rotterdam,Hapag-Lloyd,Storm,16.72,0.76,5799,1,7
SHP-10473,2025-08-25,Singapore,Dubai,Evergreen,Clear,19.17,0.52,9408,0,0
SHP-10474,2025-11-28,Dubai,Shanghai,COSCO,Storm,14.56,0.11,5516,0,0
SHP-10475,2025-04-18,Shanghai,Hamburg,Hapag-Lloyd,Clear,12.4,0.58,8678,0,0
SHP-10476,2025-04-29,Hamburg,Shanghai,Maersk,Clear,23.51,0.5,7746,0,0
SHP-10477,2025-06-21,Hamburg,Dubai,COSCO,Typhoon,23.07,0.6,5124,0,0
SHP-10478,2025-02-04,Dubai,Hamburg,Evergreen,Clear,23.42,0.75,9854,1,2
SHP-10479,2025-03-03,Los Angeles,Dubai,Evergreen,Rain,13.58,0.68,8115,0,0
SHP-10480,2025-12-05,Los Angeles,Singapore,Evergreen,Clear,28.94,0.72,9391,1,7
SHP-10481,2025-06-10,Singapore,Shanghai,Hapag-Lloyd,Rain,11.11,0.4,5359,0,0
SHP-10482,2025-02-22,Shanghai,Dubai,Evergreen,Clear,21.65,0.21,4918,0,0
SHP-10483,2025-04-06,Singapore,Rotterdam,Maersk,Clear,25.86,0.52,10068,0,0
SHP-10484,2025-11-24,Los Angeles,Singapore,MSC,Rain,27.32,0.19,9030,0,0
SHP-10485,2025-12-26,Rotterdam,Dubai,Maersk,Fog,15.33,0.25,8573,0,0
SHP-10486,2025-05-17,Shanghai,Dubai,Hapag-Lloyd,Clear,25.73,0.79,11509,0,0
SHP-10487,2025-06-04,Shanghai,Dubai,Evergreen,Clear,14.68,0.44,9703,1,11
SHP-10488,2025-07-28,Singapore,Los Angeles,Maersk,Clear,13.8,0.98,7971,0,0
SHP-10489,2025-01-04,Singapore,Shanghai,Maersk,Clear,25.78,0.94,10771,0,0
SHP-10490,2025-01-06,Los Angeles,Singapore,Evergreen,Rain,18.04,0.25,7309,0,0
SHP-10491,2025-04-14,Rotterdam,Dubai,MSC,Rain,17.21,0.58,10714,0,0
SHP-10492,2025-06-17,Hamburg,Dubai,Maersk,Clear,20.24,0.28,10367,0,0
SHP-10493,2025-09-21,Dubai,Shanghai,Evergreen,Clear,23.29,0.88,5244,1,9
SHP-10494,2025-06-08,Hamburg,Dubai,COSCO,Clear,10.86,0.43,6949,0,0
SHP-10495,2025-07-28,Hamburg,Los Angeles,COSCO,Rain,13.5,0.98,11424,0,0
SHP-10496,2025-12-30,Rotterdam,Shanghai,Hapag-Lloyd,Clear,26.67,0.67,4427,0,0
SHP-10497,2025-05-02,Rotterdam,Dubai,Maersk,Clear,12.73,0.79,3050,1,11
SHP-10498,2025-07-18,Dubai,Los Angeles,MSC,Clear,24.18,0.9,3770,1,14
SHP-10499,2025-01-18,Singapore,Dubai,Maersk,Clear,20.3,0.29,3890,0,0
SHP-10500,2025-03-20,Shanghai,Singapore,MSC,Rain,11.74,0.3,5797,0,0
SHP-10501,2025-01-24,Hamburg,Dubai,Evergreen,Rain,25.85,0.99,4499,0,0
SHP-10502,2025-09-01,Hamburg,Los Angeles,Evergreen,Rain,19.79,0.56,4687,0,0
SHP-10503,2025-09-29,Shanghai,Los Angeles,COSCO,Rain,21.58,0.71,9294,0,0
SHP-10504,2025-09-20,Hamburg,Dubai,Maersk,Rain,21.59,0.82,5250,0,0
SHP-10505,2025-02-12,Los Angeles,Hamburg,COSCO,Rain,16.68,0.2,11077,0,0
SHP-10506,2025-06-29,Shanghai,Dubai,Maersk,Clear,20.64,0.79,3064,1,6
SHP-10507,2025-01-29,Rotterdam,Hamburg,Evergreen,Clear,29.27,0.52,7866,0,0
SHP-10508,2025-04-27,Dubai,Singapore,Hapag-Lloyd,Rain,19.07,0.88,3254,1,11
SHP-10509,2025-11-24,Los Angeles,Rotterdam,Maersk,Clear,26.83,0.62,8374,0,0
SHP-10510,2025-12-09,Dubai,Shanghai,MSC,Clear,14.28,0.8,7284,0,0
SHP-10511,2025-01-15,Shanghai,Los Angeles,COSCO,Typhoon,11.6,0.97,11399,1,8
SHP-10512,2025-08-11,Hamburg,Los Angeles,Hapag-Lloyd,Clear,27.49,0.75,8661,0,0
SHP-10513,2025-12-17,Hamburg,Shanghai,COSCO,Rain,12.57,0.23,8465,1,6
SHP-10514,2025-06-28,Los Angeles,Dubai,COSCO,Clear,29.86,0.48,4382,0,0
SHP-10515,2025-11-27,Singapore,Rotterdam,Evergreen,Storm,21.93,0.52,11680,0,0
SHP-10516,2025-01-27,Rotterdam,Shanghai,COSCO,Rain,22.35,0.65,5064,1,12
SHP-10517,2025-11-02,Singapore,Los Angeles,Evergreen,Clear,12.24,0.4,5793,0,0
SHP-10518,2025-05-02,Hamburg,Los Angeles,Hapag-Lloyd,Clear,12.89,0.78,11210,1,13
SHP-10519,2025-12-10,Rotterdam,Shanghai,Hapag-Lloyd,Clear,11.81,0.75,8535,1,12
SHP-10520,2025-09-07,Shanghai,Singapore,Maersk,Clear,22.88,0.56,6442,0,0
SHP-10521,2025-09-07,Rotterdam,Singapore,MSC,Storm,24.61,0.23,9599,1,6
SHP-10522,2025-06-17,Singapore,Rotterdam,Hapag-Lloyd,Clear,12.52,0.63,8484,0,0
SHP-10523,2025-12-31,Los Angeles,Rotterdam,Hapag-Lloyd,Rain,22.15,0.64,7189,0,0
SHP-10524,2025-07-08,Rotterdam,Dubai,Hapag-Lloyd,Clear,16.96,0.92,8267,0,0
SHP-10525,2025-05-20,Hamburg,Rotterdam,COSCO,Clear,24.17,0.37,10275,0,0
SHP-10526,2025-06-02,Rotterdam,Shanghai,MSC,Clear,27.32,0.58,6553,0,0
SHP-10527,2025-07-02,Rotterdam,Dubai,COSCO,Clear,10.64,0.2,4684,0,0
SHP-10528,2025-04-18,Singapore,Los Angeles,COSCO,Rain,21.73,0.51,10572,0,0
SHP-10529,2025-10-04,Hamburg,Shanghai,Maersk,Clear,11.06,0.91,9498,0,0
SHP-10530,2025-12-01,Dubai,Hamburg,Evergreen,Clear,11.87,0.15,7416,0,0
SHP-10531,2025-12-08,Dubai,Singapore,Evergreen,Clear,20.0,0.98,3581,1,7
SHP-10532,2025-11-05,Los Angeles,Rotterdam,Hapag-Lloyd,Clear,13.87,0.47,10779,1,11
SHP-10533,2025-07-31,Dubai,Singapore,Hapag-Lloyd,Clear,27.58,0.65,6853,0,0
SHP-10534,2025-06-19,Singapore,Rotterdam,Evergreen,Storm,12.45,0.23,8724,1,4
SHP-10535,2025-07-26,Los Angeles,Dubai,Evergreen,Clear,13.63,0.61,8799,0,0
SHP-10536,2025-04-26,Rotterdam,Hamburg,Evergreen,Clear,28.02,0.93,3814,1,2
SHP-10537,2025-11-11,Hamburg,Rotterdam,Maersk,Clear,18.97,0.92,6205,1,12
SHP-10538,2025-12-23,Los Angeles,Shanghai,MSC,Clear,22.69,0.97,6076,0,0
SHP-10539,2025-12-07,Shanghai,Dubai,MSC,Rain,23.79,0.58,3316,0,0
